lines,functions,complexity,commits,developers,label
206,3,7.269880919451332,13,9,0
157,2,3.2609590070641623,5,3,0
114,12,6.866238145426846,18,8,0
146,2,2.1499427745484274,10,5,0
190,3,7.680973688326229,25,5,0
403,14,1.8758675452673574,10,8,0
180,16,3.5325644491546635,33,2,0
201,13,4.946890385536957,42,6,0
492,9,8.565710903913509,25,3,0
341,18,1.0691857995544214,11,8,0
448,8,6.233091702950727,47,6,0
291,19,9.687092337414596,26,3,0
125,15,3.6618316646093714,47,5,0
175,13,5.429243908068772,33,5,0
229,17,5.960529747474534,9,5,0
412,5,9.404388750742946,32,8,0
66,2,4.504398239081077,23,10,0
64,3,4.9967153444831744,20,9,0
366,12,5.681586960980993,36,4,0
131,17,9.930182356231725,43,10,0
417,3,5.525323900639451,44,1,0
174,13,3.976332853378442,38,9,0
231,13,9.089072254887919,18,8,0
127,8,1.489962588122085,8,6,0
423,3,8.18276441851851,47,3,0
339,18,5.146655455022499,38,7,0
201,12,8.63872227674155,43,4,0
354,12,9.145385430815864,24,6,0
39,17,3.829405931877268,45,1,0
411,5,1.7015428999718503,3,7,0
294,6,2.0281583312168654,8,10,0
287,16,8.45405289572312,37,6,0
454,6,2.449148717909895,33,8,0
144,2,5.701930055307117,8,1,0
151,11,6.310433061350113,47,7,0
107,16,5.2354914212272705,47,10,0
256,6,6.610346101200493,29,6,0
383,19,8.211330916656873,30,4,0
170,2,5.401439909000526,11,3,0
255,6,9.208154342521627,50,3,0
359,9,9.243953761195081,4,10,0
121,15,6.161639333726012,43,3,0
83,12,4.623218344079865,36,5,0
68,14,9.692848401631615,41,8,0
148,4,1.4227660619051137,50,7,0
387,9,6.067171776955968,45,1,0
99,7,3.4229516080057274,24,6,0
366,13,2.808205899816166,17,4,0
426,3,5.932828755468379,18,7,0
415,18,4.4607187476803425,46,1,0
255,14,3.8813765396606357,50,10,0
370,12,9.1778901780588,2,7,0
255,1,1.655407472247376,50,7,0
331,18,9.835595846267779,24,4,0
156,13,3.798493055083631,19,4,0
427,13,5.613405100492092,14,4,0
202,8,6.175075332033229,43,8,0
491,19,5.7516871115507975,25,6,0
33,20,1.0635423027564381,14,8,0
39,8,2.2572036181298425,44,5,0
72,4,4.904056492421433,26,8,0
178,16,1.0553555788319233,1,5,0
241,17,4.7019224803513096,28,2,0
265,19,3.9301875998644773,13,10,0
207,5,1.2081939351670643,39,1,0
457,1,2.5045161948402592,48,10,0
496,6,2.4550585689204194,15,4,0
227,8,6.029597950875276,41,5,0
497,10,1.8422193584993005,26,9,0
500,20,8.71041822391311,13,10,0
58,4,3.552818970322928,22,5,0
53,15,6.904006524352608,36,4,0
249,11,4.997112966404428,29,5,0
306,8,5.704615822640083,42,5,0
73,19,2.0575085899040984,3,7,0
235,18,7.110871010440047,14,3,0
256,9,1.4135991114234114,44,3,0
306,20,4.981283669122378,20,8,0
469,4,7.118667852367511,3,8,0
56,14,9.148701064821253,11,5,0
409,4,1.5713671288507238,3,10,0
92,13,3.1118947792034075,4,3,0
189,2,8.703656591385272,13,7,0
292,11,2.185593073863468,45,8,0
143,10,2.796132500986586,41,8,0
99,18,4.621490839608309,35,6,0
346,5,2.6157187677113862,10,5,0
434,18,1.7900313696486512,9,9,0
477,6,2.2362010398370433,39,2,0
283,18,6.959841739548544,30,6,0
291,15,7.564624443821709,1,3,0
233,18,4.572746288790882,33,6,0
457,2,4.831561160689601,21,2,0
372,15,7.4898128873998076,16,8,0
436,11,6.0564282499763955,10,8,0
355,5,8.275798640051907,1,6,0
305,18,4.793478469645772,27,3,0
164,12,6.860532348222099,24,5,0
93,14,6.374062091665693,36,8,0
350,12,1.8539384756659758,14,10,0
187,15,2.4276084122435755,2,4,0
207,2,6.212810105532746,44,8,0
146,8,9.02192285680536,5,10,0
235,17,9.178009848943537,26,5,0
228,16,3.068669003597231,12,3,0
289,14,4.017983488117059,44,7,0
61,9,4.17816193434666,36,3,0
490,14,4.430877474903593,29,8,0
282,14,1.2064426576404712,48,6,0
74,14,9.05190547348718,20,9,0
62,18,7.737798740016586,14,10,0
422,19,7.913884573723864,27,9,0
243,11,2.6569208026868782,21,9,0
352,14,6.649291569690109,50,5,0
257,7,5.208183421448391,20,6,0
60,7,3.4914865899302288,2,1,0
389,18,8.25603607715925,47,9,0
45,9,6.600821002642258,15,1,0
243,2,5.584115931817146,29,10,0
105,11,1.8577528715636715,18,8,0
163,12,1.1978528722187511,50,5,0
489,4,9.65600176983002,45,2,0
100,2,3.4622837671674667,22,4,0
64,8,1.8757021432054506,20,2,0
385,2,5.135301356847924,43,6,0
31,4,9.018078065148961,22,7,0
193,20,7.3756285439239635,19,1,0
107,2,5.246627470303457,38,9,0
270,8,8.566373689151426,33,6,0
363,3,8.369306678585117,6,6,0
361,10,6.622206369207749,28,6,0
286,13,6.8200746988242535,48,4,0
317,17,7.280848896214274,47,6,0
481,1,9.0953269725311,6,3,0
478,6,8.60713776695425,50,10,0
76,15,8.80023962015565,33,1,0
135,20,9.114363793192911,19,2,0
213,10,7.534089916241408,38,4,0
293,16,8.140455641275246,26,3,0
181,4,1.5893279788424246,49,6,0
343,1,5.814347063527494,33,8,0
202,14,4.2281790205823855,3,6,0
21,18,5.490424556089584,34,7,0
130,1,7.691142681577134,25,6,0
181,11,2.0937761849222736,11,7,0
271,4,7.005372528363584,47,6,0
295,16,9.636365002807995,45,8,0
183,16,3.3462234432143565,15,9,0
468,17,8.84699441649071,21,5,0
227,13,7.923766730670798,35,5,0
389,14,9.167381805159673,50,9,0
483,1,4.112696265984244,29,1,0
405,12,9.02251748310696,45,6,0
203,18,4.606436745594867,38,7,0
156,11,5.949120494786407,9,4,0
104,10,5.020172334487182,13,4,0
120,13,3.0640606106534767,25,8,0
114,7,6.402694940957636,38,5,0
454,10,7.596076430508963,45,3,0
296,20,2.4561044195102317,12,6,0
210,5,4.132449833597452,22,2,0
80,10,6.444561404833336,41,5,0
320,18,2.63343080582391,15,4,0
206,9,9.446875550946967,42,8,0
235,14,8.872289082861046,17,7,0
282,1,1.5025540807031774,40,6,0
303,8,5.320108520806645,11,2,0
260,19,6.448524404729797,36,6,0
358,16,6.187442782358203,40,2,0
405,20,4.967274485418874,3,8,0
356,12,7.91209775223966,11,4,0
484,10,6.189529452371678,48,10,0
175,6,7.186604991932288,45,8,0
393,16,7.4716708444106406,5,6,0
82,19,4.272435828442997,13,5,0
259,1,3.392380061114345,8,6,0
464,1,7.054745360533617,20,10,0
68,1,8.017207503126771,6,7,0
303,16,1.8378404259787047,33,5,0
369,8,4.769879530433365,47,3,0
409,15,9.433251030831672,38,7,0
339,19,2.0600271291653,48,3,0
87,20,8.389229725112688,19,1,0
333,13,9.106463152316392,42,10,0
444,9,5.928270580034115,28,1,0
475,10,3.784737518954511,50,3,0
68,7,3.1988710770955415,25,10,0
250,16,4.748787882290804,29,7,0
496,12,2.6860595229957767,4,10,0
293,16,6.946872750466887,24,3,0
147,9,9.074644748198414,43,2,0
492,16,4.151098398836375,31,8,0
74,16,5.876728795202723,27,7,0
319,4,4.5660601570757855,23,5,0
393,1,9.586899009419838,29,6,0
316,20,4.281413595019652,38,2,0
78,7,5.499012639923611,9,9,0
224,6,6.618497282059767,15,3,0
51,11,6.352612392649937,23,6,0
468,6,5.988978328985969,47,6,0
170,16,4.320941800582915,8,5,0
372,1,7.215059338771893,43,3,0
457,5,6.671554162146338,20,5,0
262,15,6.977135173275688,19,2,0
50,2,6.33855201116613,6,7,0
209,12,5.132396373714262,16,2,0
377,3,6.4885218952695825,16,5,0
87,3,8.93212206856385,24,7,0
487,15,8.312195890103887,6,2,0
385,4,2.8594458111149046,49,6,0
400,19,7.3599634800978215,15,8,0
331,2,8.135506714121965,38,5,0
289,19,9.917336787627399,48,6,0
190,17,7.918122841529877,42,5,0
99,14,1.4792436682029235,26,5,0
394,10,7.735205995736184,10,4,0
123,5,6.694211067231378,13,6,0
169,8,3.1502065285829928,14,3,0
235,3,4.374336528745729,16,5,0
55,8,9.925388120416388,48,5,0
386,17,9.09631992509275,32,4,0
27,2,5.715305562565361,37,3,0
219,19,4.258107977487835,43,8,0
79,11,6.185641683597683,42,9,0
186,19,8.486066036798736,46,1,0
451,11,4.114466443120232,15,7,0
120,10,6.03784036675211,24,1,0
488,6,7.937299230594946,9,8,0
291,11,1.4378165590722967,28,7,0
483,8,7.992786667730361,7,6,0
480,8,6.034233870812773,45,5,0
335,9,1.1186931905036666,23,7,0
39,17,2.2070020887460515,1,5,0
47,5,7.107284954845345,30,3,0
103,5,9.913136489054523,14,6,0
486,2,9.995791845001596,38,10,0
277,6,9.027330294266491,4,4,0
381,10,4.450550713995899,11,2,0
394,17,7.830136544858326,14,5,0
478,12,1.8895561162352625,14,5,0
498,11,1.7027030590837584,19,4,0
59,10,6.976448670978088,20,10,0
284,12,4.643274591589474,30,7,0
127,10,6.372384296211456,27,4,0
345,10,1.784422961089101,1,8,0
287,10,1.4287739982702292,4,4,0
107,17,1.1175462168037575,32,7,0
238,6,7.350394066657648,42,4,0
351,11,2.7527897823923992,46,4,0
265,11,8.404719576666597,40,10,0
247,20,9.760051740249331,10,6,0
500,8,3.811531100355765,18,1,0
295,19,3.74854590631194,6,1,0
358,13,5.694570609761605,48,4,0
356,20,6.128730640277347,11,7,0
146,5,5.383241482592685,1,8,0
288,4,5.956671998186268,48,7,0
417,20,8.431571684584757,5,8,0
57,16,4.589596317977674,25,2,0
500,18,3.275611385719642,20,5,0
472,16,4.946267480078067,8,10,0
265,12,5.315017706001019,40,8,0
341,13,7.258272435104692,21,3,0
388,16,5.223861302696988,46,4,0
266,16,4.950230385503936,24,5,0
314,12,4.301016629373129,43,7,0
391,13,7.765885163514177,35,4,0
292,16,9.070703069559809,17,4,0
252,16,8.86502523445791,17,4,0
103,5,7.988262551949508,12,1,0
481,10,4.628511583462964,30,6,0
245,12,6.903874040277069,27,5,0
35,12,4.290532938225615,48,7,0
384,2,4.886628855748446,40,5,0
296,16,8.483494846820829,39,1,0
439,20,4.71009465708932,34,5,0
321,18,1.0782364584765554,38,8,0
490,8,7.538935508810764,37,9,0
263,14,9.18254573253979,8,7,0
252,8,7.014104397876252,8,2,0
312,10,6.050606746571326,40,4,0
88,7,9.756173736372155,37,8,0
199,16,3.1708352925967507,22,10,0
175,2,4.197502174524876,39,10,0
218,13,7.979815680646402,18,4,0
402,15,2.4433626463371287,31,3,0
204,12,2.9740710876960863,28,8,0
166,11,3.1105238171589096,21,10,0
43,12,4.422847960262807,33,9,0
320,9,5.8542303959725075,35,3,0
383,7,5.573654545603822,12,4,0
51,7,8.665321830491447,40,7,0
436,5,6.7867654670037165,13,7,0
409,11,4.327651888502883,6,6,0
277,16,8.683982665183654,37,1,0
80,15,5.045361956578765,2,1,0
34,12,4.381448933244001,11,3,0
281,9,2.195945723163853,46,1,0
399,19,9.106396269682364,14,7,0
256,8,1.9884416371760354,9,3,0
421,18,4.2170695326886865,40,4,0
167,17,6.693430708437354,17,6,0
204,20,9.827990641557578,32,8,0
285,4,2.4905195745638853,4,1,0
392,11,2.3631195690412956,32,5,0
367,17,3.474861112321626,27,2,0
288,20,4.768076863555525,50,5,0
73,18,5.59740974120404,21,9,0
290,6,5.348636911389676,50,2,0
34,8,2.717602996647944,36,9,0
161,3,9.122564631830937,22,4,0
145,16,4.520478602123561,36,5,0
216,14,7.070854995665191,40,8,0
154,6,3.0882938130636197,50,3,0
353,2,2.5305462921765307,49,10,0
235,20,8.957096978175962,46,3,0
98,3,9.66594671520568,38,1,0
385,15,4.204311782303737,50,3,0
199,19,7.629994987671277,48,9,0
480,2,1.4334868427027225,28,5,0
265,13,5.338547881739317,30,5,0
233,19,5.827195312111,21,4,0
307,16,6.263882069614587,31,6,0
107,16,4.94772064687583,22,9,0
234,4,8.41163252850837,15,1,0
65,12,8.34588687682827,9,2,0
252,14,3.985198692704957,31,9,0
443,2,6.115700992796857,39,3,0
403,10,2.4187813284337403,40,7,0
73,19,2.255015592609388,17,1,0
204,11,7.689520108189159,34,9,0
429,19,3.605147524914428,1,8,0
101,4,4.9903764351964215,44,9,0
260,14,9.051285459610689,17,6,0
313,5,4.041542032281857,41,1,0
431,18,4.3159427546458184,43,5,0
340,3,9.781521179261588,17,4,0
318,1,3.1432085795224953,43,10,0
84,8,2.865335780034325,43,5,0
374,16,5.060546744620766,5,10,0
149,15,2.156422016497428,18,2,0
314,13,7.230828231956406,41,4,0
104,4,5.506971761212972,35,3,0
404,9,3.2094019198196673,4,8,0
61,15,4.292420121821872,42,4,0
180,2,9.390840033601085,23,9,0
211,14,9.142593603307313,14,2,0
253,8,3.9498920686374013,26,4,0
295,15,7.2977377352258515,50,9,0
340,17,8.441379820637684,3,6,0
459,12,1.110062858092605,36,4,0
168,16,4.927790656563754,18,2,0
143,4,3.6925948938933613,4,4,0
123,10,2.639936063749382,46,5,0
422,10,5.796019356405491,43,10,0
448,8,8.799855842668652,11,6,0
166,11,6.812558570554524,36,6,0
66,16,7.96834708432365,19,3,0
481,12,7.958967175514815,3,3,0
312,13,2.2759838321339183,28,10,0
288,7,8.273840288071312,28,1,0
492,12,5.858500702897642,30,2,0
171,12,1.2294207542302713,26,10,0
221,15,5.986999376454705,25,2,0
417,17,9.3495168323235,20,8,0
210,9,3.694717827243608,6,9,0
146,2,7.090881861918235,3,4,0
20,12,1.703327216815036,41,5,0
483,2,5.24146954462144,37,3,0
440,11,8.534854969389645,26,4,0
487,11,1.095293825341669,20,6,0
418,13,4.966653028249649,6,8,0
376,18,7.408595880089154,4,7,0
426,11,7.306439064994916,48,7,0
41,8,2.194528944254353,8,3,0
201,4,5.84578803025965,18,8,0
143,5,9.956419527678277,34,1,0
208,17,1.8440273997992622,43,10,0
305,13,9.260345396427555,37,10,0
398,7,3.9478085698992755,49,6,0
27,2,2.2202499778448486,10,10,0
272,20,9.886052663358209,19,1,0
42,11,6.423810676594549,22,6,0
204,10,8.12979281855098,38,4,0
237,20,6.015170870390608,33,10,0
39,11,2.0297094255050045,49,5,0
444,14,6.742163300631095,35,5,0
407,11,1.6919914459099137,44,1,0
300,12,4.853526956824277,5,2,0
367,16,1.2365918305992563,11,10,0
292,20,7.632210219980456,5,5,0
194,16,4.711010379007812,49,1,0
469,7,3.0635832696618612,41,6,0
194,3,6.4691283224479275,44,7,0
244,18,2.6468181323345608,46,2,0
203,19,6.203588004785946,32,3,0
32,6,3.8610798898594467,36,8,0
145,5,8.130010953270332,13,9,0
349,14,7.910606023082998,30,1,0
165,12,3.91660836837547,29,5,0
466,8,5.985792691778284,39,3,0
128,13,9.95813257253672,23,5,0
116,16,5.872999947896616,13,6,0
212,7,2.888941742699499,15,3,0
332,14,9.570255845797234,26,8,0
104,2,2.4651016123610634,6,7,0
280,18,3.1769390038264333,43,10,0
57,9,8.612765870737718,41,2,0
323,7,6.607665541939519,32,5,0
134,5,4.642306147683745,7,1,0
358,13,2.5675350049244723,26,2,0
92,16,9.279484582695414,44,2,0
337,18,5.986821407470811,25,2,0
126,18,2.2013304584412023,5,1,0
380,14,3.920309522971631,5,4,0
403,7,2.0688569131246277,39,2,0
115,6,7.35802942598319,12,7,0
225,8,9.268953853544916,45,7,0
36,4,4.689469021577517,29,3,0
317,16,8.126200335153818,40,3,0
259,18,4.1810991001081845,18,2,0
250,19,9.820570554617175,30,9,0
80,7,4.80135319069987,45,10,0
91,5,9.578763237851497,25,2,0
345,11,1.326813535726897,43,10,0
202,4,1.7031578373983915,32,10,0
352,10,6.355007889327503,3,1,0
377,5,6.421236578499326,35,6,0
488,2,3.2327565210742533,38,5,0
124,16,8.14030792272988,31,6,0
331,18,9.582978702396732,17,3,0
27,4,8.787149205056355,36,7,0
235,13,3.544333643880501,24,1,0
248,6,3.7933047747849047,46,9,0
331,6,7.554093373649301,5,4,0
204,16,7.40562211822373,11,8,0
330,3,3.076071770579529,50,2,0
179,7,1.5340944753283368,47,10,0
216,20,5.721304216944535,4,3,0
115,12,7.776638927518397,12,8,0
278,6,3.1084294902440823,37,6,0
67,8,5.159726128516304,4,4,0
408,10,2.3221687668754494,46,7,0
23,18,1.4619903362903557,30,9,0
110,4,1.5144853539676673,18,7,0
276,18,5.048279774150224,42,6,0
34,9,1.592441729749675,41,6,0
306,2,5.378620000329228,44,6,0
138,20,8.312207831861064,32,7,0
292,3,7.139195147061006,40,2,0
231,2,3.9482574760421563,17,4,0
154,2,8.33187774685198,29,2,0
100,3,2.1874889708878813,14,3,0
152,13,4.066507126323334,29,10,0
329,18,9.056626036794164,39,7,0
65,15,6.538975356625016,23,9,0
296,3,7.299405264310499,27,4,0
163,20,4.08478441555486,31,8,0
187,7,3.569136666090595,14,9,0
483,15,8.342088266552274,28,4,0
151,11,5.814779436037966,47,9,0
242,20,9.097366608053688,27,3,0
332,7,2.1956751046720315,42,10,0
415,19,2.533834452200259,28,6,0
151,4,3.705969338941157,33,7,0
425,1,3.168041572098499,50,3,0
39,19,5.689705681817603,15,5,0
175,13,4.861260287577894,47,9,0
448,9,3.7560032038317375,40,9,0
446,17,5.713017371942314,10,9,0
259,2,1.6309913478092102,23,3,0
95,5,1.3258262888948151,32,10,0
495,13,8.076485738827923,26,5,0
297,20,4.2752303162180265,38,10,0
144,9,5.706968776461786,12,7,0
159,17,6.960226647595446,18,7,0
375,2,2.1042155484397593,40,7,0
68,6,9.689176938767378,27,6,0
469,12,9.190635560354593,46,7,0
274,20,2.7022553857673737,1,6,0
444,18,7.733188251047934,21,9,0
371,19,2.290605366399055,38,8,0
254,6,6.762693270588164,23,3,0
471,20,5.666692411119641,15,9,0
31,8,4.259521212748544,44,3,0
431,17,7.048309161807079,15,1,0
58,19,4.203939182675224,30,8,0
130,5,5.959844161310822,41,8,0
284,3,6.422375397605424,3,5,0
439,17,1.699007745862992,10,7,0
372,16,1.265160829937824,17,3,0
279,18,7.947414615299162,12,6,0
270,17,2.187122976439732,15,4,0
437,10,7.920573415347684,9,10,0
108,8,9.792699310056973,15,9,0
234,9,3.2551274912428148,8,9,0
102,1,6.367026794518275,47,2,0
36,3,7.524743481557267,31,5,0
95,7,2.331235793902146,36,9,0
345,5,1.7342947074560184,30,3,0
443,13,9.67444129539327,9,2,0
312,4,8.16637248896838,25,5,0
195,14,4.673079581124932,5,8,0
387,1,2.316113356137161,42,3,0
354,8,8.418013622012936,9,2,0
298,15,5.732476802079842,10,3,0
30,12,2.623800239713969,21,10,0
154,12,9.83191022483719,6,2,0
356,20,8.589988492735511,20,4,0
153,8,8.017736212729437,46,1,0
302,14,7.3182512912457,22,6,0
422,18,4.128735147696103,50,1,0
147,5,5.532013612816993,10,6,0
434,14,8.775197249788032,8,1,0
433,1,4.261579124180904,45,2,0
383,20,1.90973022828951,13,7,0
442,17,9.308914527747504,20,6,0
360,8,2.14050709612039,5,10,0
100,19,2.0168294120094825,28,10,0
423,14,1.5863254283351145,31,4,0
82,11,8.266373313738555,31,1,0
357,2,7.900643744284402,32,10,0
76,9,8.713026757526414,50,3,0
442,14,4.725945364616361,30,4,0
457,16,6.001688482478057,36,2,0
251,9,7.212466427931128,25,3,0
254,4,3.3525455550308148,1,5,0
59,1,8.414439439435633,32,1,0
412,7,7.372044604033195,12,10,0
328,13,5.154368811752339,41,8,0
87,1,6.231022136085789,22,2,0
302,8,9.79430250988203,26,6,0
456,19,7.599404595279361,35,3,0
377,7,2.819586386844874,28,7,0
219,19,1.8919515499482398,12,5,0
499,20,1.7174555962724862,33,10,0
279,1,9.712282299095103,43,10,0
112,17,6.319793182650901,39,8,0
290,15,9.067222834925927,28,9,0
185,11,4.135211784868655,3,5,0
99,6,6.1631036844690605,29,5,0
142,4,6.169992926928807,32,1,0
203,17,6.394596050140079,20,6,0
215,16,1.3223244868482733,44,2,0
211,2,4.373309229498631,39,3,0
39,12,7.571683008658924,31,6,0
311,2,6.0714384426905745,43,9,0
133,16,6.206577400157466,45,9,0
222,5,7.473946180615514,40,5,0
198,19,6.651240782652014,24,8,0
146,7,5.526470406026379,33,10,0
80,5,1.9466064059598378,31,1,0
363,10,5.806199581563017,2,5,0
123,15,4.601888384562014,37,4,0
271,16,7.980553777662115,39,4,0
222,17,4.657249992285697,7,3,0
477,18,9.029195293763689,18,3,0
419,14,5.132674564208072,26,6,0
281,2,2.0543957566933813,49,7,0
20,19,5.320171659275787,21,4,0
218,4,2.161575087718025,33,1,0
364,18,3.255397541905765,32,7,0
150,3,6.627105551844361,14,4,0
342,12,7.755161543532942,30,2,0
453,14,3.547018328884682,1,8,0
94,7,2.868371455785537,24,2,0
251,9,8.049936156236273,38,1,0
264,11,4.373659236165711,37,6,0
412,18,4.883459649943825,26,4,0
370,15,4.549004885138078,48,9,0
65,12,6.737564991362999,5,5,0
375,11,3.150627144119051,4,5,0
60,12,2.231467245221655,32,4,0
399,15,2.3635472685854695,22,9,0
117,7,7.383234568128694,46,6,0
294,16,4.072277517804132,49,4,0
281,20,6.338313899272613,1,3,0
442,11,1.4003694799020163,45,7,0
497,12,9.29481746365122,47,1,0
44,2,1.1554685788262078,50,3,0
185,9,5.345341448336915,36,10,0
327,3,2.102638904670364,36,7,0
409,3,9.884137023778022,42,6,0
473,12,3.622206080708649,1,10,0
265,18,3.6019448418148423,4,6,0
118,15,7.60129532035554,48,1,0
267,3,6.562004934118263,16,9,0
24,6,7.7203104422328535,3,6,0
127,13,4.7987330471640135,29,9,0
280,15,2.337506186413597,17,7,0
444,5,4.638618888215119,30,7,0
311,17,1.474313579526405,1,3,0
43,5,4.4736077278059545,46,3,0
398,4,8.125635975411189,24,10,0
254,19,6.932656981444099,14,5,0
247,14,5.766711511555304,25,9,0
110,20,9.835681687760385,32,6,0
193,1,5.301239028427721,25,2,0
239,2,2.290108715042997,27,2,0
469,16,3.2396837651919914,30,10,0
151,4,9.357218115276039,10,8,0
452,12,3.3411623572057225,37,8,0
165,14,7.70189629660771,3,3,0
308,3,9.110980981877617,20,10,0
477,20,5.552566691939685,14,2,0
313,1,4.996593015869527,28,5,0
264,5,1.787571370572714,26,8,0
206,17,4.571350049984009,38,6,0
130,14,7.224094274639268,29,2,0
409,6,7.889428317843751,23,3,0
62,7,2.5287131849923887,23,1,0
126,3,1.9154830372663307,31,7,0
92,16,4.914065753052545,35,4,0
350,20,6.549173447385198,49,5,0
150,7,9.116680085175254,10,3,0
422,11,9.675057131211414,41,7,0
29,11,3.358756874446932,32,5,0
199,11,6.019748342597413,13,9,0
485,4,5.819313879589156,12,6,0
166,12,7.334397188959971,37,8,0
240,5,2.646436489148499,40,7,0
144,20,9.319192093843101,18,2,0
110,12,4.692394115798008,37,2,0
445,2,6.609566687242943,2,5,0
124,7,5.939765254107187,6,5,0
347,5,4.796065882138434,24,1,0
361,7,3.5526205347803153,38,4,0
22,12,9.577954261697084,34,3,0
33,11,7.448472840877934,43,3,0
167,2,3.395895598676488,14,5,0
407,6,3.0656440229421835,4,6,0
488,9,8.257879560048565,35,1,0
443,4,2.97460127695996,18,5,0
128,11,1.0003962521084835,18,6,0
296,15,8.800411572482915,28,4,0
217,11,5.450492192635551,6,2,0
253,19,1.0529642036456548,20,10,0
337,3,4.77035925246569,9,8,0
377,15,9.16929458113481,32,1,0
206,19,6.94003949194089,46,4,0
324,2,9.48210070022821,31,7,0
357,15,8.254014403356782,45,8,0
103,20,1.4786510917130453,3,6,0
25,13,9.086173570648604,47,10,0
300,15,2.6947421796065427,4,10,0
173,6,7.968876152159849,44,7,0
24,6,6.7658085398484475,14,1,0
484,16,7.088682689636367,15,3,0
273,9,4.027036569580171,13,6,0
183,16,9.248689828129047,22,10,0
26,15,9.54849967810304,16,3,0
92,19,8.496094763881263,36,7,0
355,9,3.8046653031486017,26,7,0
309,7,5.932926053823527,30,9,0
189,11,6.620083101559696,21,9,0
74,4,8.443543483273853,30,5,0
109,16,4.001866435861263,30,9,0
257,7,9.13236648179315,2,7,0
39,16,1.8237002488542307,9,8,0
230,17,3.381402876297126,40,6,0
147,2,2.4164513040518214,9,2,0
170,15,9.471588043827007,3,4,0
247,1,9.167330371134312,40,7,0
194,8,3.916000744894527,16,8,0
134,2,1.0618678931419256,15,2,0
150,13,7.137009567279788,34,9,0
481,17,8.870319310695335,13,1,0
475,13,3.5500929336631897,39,6,0
62,11,5.966888417977407,6,6,0
351,9,4.678182739163668,5,4,0
105,14,9.46440781596571,10,6,0
76,2,3.9947757103458255,1,1,0
129,13,5.61376439296289,46,4,0
53,7,9.425792094511374,35,1,0
109,6,6.512957607643712,24,2,0
141,8,7.752102368433819,10,6,0
493,2,5.825381940334572,40,7,0
304,16,3.3445984448651793,13,6,0
428,3,8.312365934663529,20,8,0
177,20,2.550602009199374,4,3,0
348,18,4.628073518747097,23,10,0
152,19,3.2663068192944618,30,6,0
50,17,2.089926880799469,16,5,0
351,8,5.8949030043920905,43,2,0
224,11,6.586563150149743,32,1,0
400,18,7.387851947314827,30,6,0
323,18,9.673900254155539,22,3,0
461,11,5.204861349580159,25,5,0
357,12,4.186082451694936,28,4,0
276,13,1.161734197019873,29,6,0
245,9,7.347653379900432,16,6,0
185,12,9.516218496372046,15,9,0
472,15,4.962444882970004,18,7,0
253,20,8.134426744894132,14,3,0
194,9,2.818857880620841,42,9,0
420,9,9.577043484896018,23,7,0
147,20,2.4015864278217993,25,5,0
127,3,2.679436440817957,33,2,0
208,8,7.428341008432708,13,6,0
137,2,6.11812394096896,27,6,0
399,18,2.2518828608963757,9,9,0
108,17,6.734980052392933,6,10,0
375,9,5.2805940586369555,3,8,0
394,19,4.847924482230068,28,10,0
437,3,5.890057499769325,47,5,0
277,13,4.226893904416624,4,3,0
146,18,3.346972857048193,39,10,0
463,19,5.874814444508388,10,4,0
130,7,7.104985329286222,34,10,0
388,6,6.144778766189495,25,9,0
136,10,9.45227944235943,14,4,0
428,14,3.507349752234874,15,8,0
233,1,3.8222244956780824,41,7,0
296,19,6.466376338774485,33,9,0
213,5,2.6777929752085416,27,6,0
350,6,4.884738157989631,14,5,0
396,9,9.598097607503385,46,3,0
438,18,2.2180122966652407,34,4,0
338,1,1.2144509034618225,24,6,0
115,11,3.8912971485436176,15,4,0
113,18,1.4781903773282727,22,6,0
163,10,5.509480496889305,4,1,0
248,13,8.603862202758227,28,5,0
342,8,4.820069325147166,22,9,0
433,2,8.443587294877187,14,5,0
298,8,8.714682224099546,47,8,0
356,1,1.6021724918407119,12,4,0
495,4,9.374496885662598,2,9,0
159,5,2.560106171848868,49,9,0
158,9,1.6884377943970743,22,5,0
188,19,6.358981070344508,16,9,0
136,7,1.7985048471242462,17,8,0
230,16,5.645575310171342,40,6,0
62,10,1.8853081206771571,50,8,0
87,4,7.898202751124955,46,8,0
242,19,7.875414605481926,21,1,0
372,1,8.53402818934434,16,8,0
152,1,5.527342512677934,33,7,0
326,11,9.944413322207959,5,10,0
238,20,7.8250081232417354,30,7,0
402,18,8.17077389937269,45,4,0
465,1,2.601964409580495,24,2,0
210,9,3.5304770620917223,47,2,0
286,10,5.9626024479797515,23,6,0
120,15,1.057497722533013,24,2,0
336,17,6.2826593167988225,32,9,0
396,12,1.249698858238363,1,2,0
416,5,6.218127328045986,37,1,0
461,14,4.993139036857821,11,4,0
406,20,6.847308106656586,36,1,0
290,19,7.98237260619409,26,3,0
219,16,6.574358592057744,9,10,0
375,18,2.226981944171793,40,6,0
239,20,6.7239389422777105,42,9,0
284,3,9.083274704842173,25,3,0
422,7,8.789157256577639,24,5,0
192,12,2.380100501425061,43,6,0
207,6,8.115377650337855,22,9,0
470,20,7.317389581675067,16,10,0
105,8,2.232476613052742,46,7,0
58,17,3.505442430835889,38,10,0
387,4,6.466055997626262,44,8,0
431,10,6.665382453620988,46,5,0
353,15,4.659379055051728,8,6,0
213,5,3.4171672001148323,23,9,0
44,15,1.327080584886271,16,6,0
